Dictionary,Code,Name,Text
ETIM,EC001087,Soldering iron (battery),A cordless soldering iron powered by batteries.
ETIM,EC001088,Soldering station,A workstation that includes a temperature-controlled soldering iron and accessories.
ETIM,EC001089,Power supply door communication,A power source that provides energy to door communication systems.
ETIM,EC001092,Swing gate operator,A motorized device used to open and close swinging gates.
ETIM,EC001093,Sliding gate operator,A motorized device used to operate sliding gates.
ETIM,EC001094,Dimming actuator for bus system,"Switching element, which controls the electric light by means of telegram values"
ETIM,EC001095,Light control unit for bus system,Element for switching and dimming the lighting
ETIM,EC001096,Analogue actuator for bus system,Switching element which emits the received telegram values as analog signals
ETIM,EC001097,Switch actuator for bus system,A device that controls switching functions within a bus communication system.
ETIM,EC001099,System interface/media gateway for bus system,A communication bridge that connects different systems within a bus network.
ETIM,EC001100,Sensor control for bus system,"Element for the detection and reporting of burglary, robbery and technical risks, which is accomplish"
ETIM,EC001101,Room temperature controller for bus system,Element for operation of the heating depending on the room temperature
ETIM,EC001102,Energy management for bus system,A system that monitors and optimizes energy usage within a bus network.
ETIM,EC001103,Measurement device for bus system,A device used to collect and analyze data in a bus communication system.
ETIM,EC001104,External camera door communication,A camera used in door intercom systems for visual identification.
ETIM,EC001105,Off-load switch,A switch designed to disconnect circuits when no significant current is flowing.
ETIM,EC001112,Solar compact installation,A pre-assembled solar energy system for power generation.
ETIM,EC001115,Cover for storage heater,A protective casing used to enclose a storage heater.
ETIM,EC001118,Electric heating element for hot water tank,A resistive component that heats water in a storage tank.
ETIM,EC001121,Modular connector,A standardized electrical connector used for data or power transmission.
ETIM,EC001122,Fibre optic connector,A device used to join and align optical fibers for data transmission.
ETIM,EC001123,Splice protection,Describes the object which protects the splice against dirt and/or damage
ETIM,EC001124,Fibre optic splicer,A tool used to join optical fibers by fusion or mechanical splicing.
ETIM,EC001125,Fibre optic shears,Cutting tools designed for trimming optical fiber cables.
ETIM,EC001126,Fibre optic cleaver,A precision tool used to create clean cuts on optical fibers for splicing.
ETIM,EC001128,Patch panel copper (twisted pair),A structured panel used to manage and connect twisted pair network cables.
ETIM,EC001129,Insert module for fibre optic patch panel,A modular component used in fiber optic patch panels for cable management.
ETIM,EC001130,Patch panel fibre optic,A panel used for organizing and connecting fiber optic cables.
ETIM,EC001131,Coax connector,A connector used for coaxial cable terminations.
ETIM,EC001132,D-Sub connector,A multi-pin electrical connector used for data and signal transmission.
ETIM,EC001133,D-Sub hood,"Protective bonnet for D-subminiature plug connector for protection against touch, dust, with special "
ETIM,EC001134,Modular coupler,A connector that joins two modular cables or components.
ETIM,EC001135,Coax coupler,A device used to connect two coaxial cables.
ETIM,EC001136,D-Sub coupler,A device used to join two D-Sub connectors.
ETIM,EC001139,Power cable for overhead lines,A high-voltage electrical cable used in overhead power distribution.
ETIM,EC001141,Ventilator for in-house bathrooms and kitchens,A ventilation unit designed to remove air from bathrooms and kitchens.
ETIM,EC001142,Window ventilator,A fan installed in windows to promote air circulation.
ETIM,EC001143,Equipment ventilator,A cooling device used to regulate temperature in electrical equipment.
ETIM,EC001144,Small-room ventilator,A compact ventilation unit designed for use in small spaces.
ETIM,EC001146,Ventilator enclosure for in-house bathrooms and kitchens,A housing that protects and contains ventilation systems in bathrooms and kitchens.
ETIM,EC001147,Ventilator for mounting in the roof,A fan installed on the roof for ventilation purposes.
ETIM,EC001148,Duct mounted ventilator,A ventilation device integrated into air ducts for airflow management.
ETIM,EC001151,Industrial wall ventilator,A wall-mounted ventilation unit designed for industrial environments.
ETIM,EC001152,Connection module for signal tower,A component used to connect and expand signal tower systems.
ETIM,EC001153,Wall bracket for signal tower,A mounting bracket used to secure signal towers to walls.
ETIM,EC001154,Stand for signal tower without tube,"A base support for signal towers, excluding the vertical tube."
ETIM,EC001155,Tube for signal tower,A vertical support tube used in signal tower installations.
ETIM,EC001156,Desoldering station,A tool designed to remove solder from electrical connections.
ETIM,EC001157,Spare heating element for soldering irons and - baths,A replacement heating component for soldering irons and soldering baths.
ETIM,EC001158,Soldering flux,A chemical substance used to clean and promote solder adhesion.
ETIM,EC001159,Flux remover,A cleaning agent used to remove excess flux from soldered joints.
ETIM,EC001166,Busbar support,"Support for the array of conductors which are used as central distributor of electric power, as all i"
ETIM,EC001167,Hinge for distribution systems,A mechanical component that allows movement in distribution enclosures.
ETIM,EC001168,Cable resin,Elastic cable gel which is used for the grouting of open contact points in cables and lines and elect
ETIM,EC001169,Straight-through joint,Component with which the connection between two or more cables can be closed watertight and almost ai
ETIM,EC001170,Branch-splice joint (set),A kit used to join and branch electrical cables.
ETIM,EC001172,Coupler for corrugated plastic hoses,A connector used to join sections of corrugated plastic hoses.
ETIM,EC001173,Metal installation tube,A rigid metal conduit used for protecting electrical wiring.
ETIM,EC001174,Plastic installation tube,Class for all standard electrical installation tubes such as rigid standard plastic tubes (according 
ETIM,EC001175,Corrugated plastic hose,"A flexible, ribbed plastic conduit for cable protection."
ETIM,EC001176,Screw connection for corrugated plastic hose,A threaded fitting used to secure corrugated plastic hoses.
ETIM,EC001177,Protective plastic hose,A flexible hose designed to shield cables from damage.
ETIM,EC001178,Screw connection for protective plastic hose,A connector used to attach protective plastic hoses to fittings.
ETIM,EC001179,Protective metal hose,Class for all flexible electrical installation hoses (according to EN IEC 61386-23) made of metal
ETIM,EC001180,Screw connection for protective metal hose,A threaded fitting for securing protective metal hoses.
ETIM,EC001181,"Sealing ring, flat",A flat gasket used to create a seal between two surfaces.
ETIM,EC001182,Braided hose,A flexible hose reinforced with a woven outer layer for durability.
ETIM,EC001184,Battery charger for electric tools,A charging device designed to recharge batteries used in power tools.
ETIM,EC001185,Hydraulic drive unit,A system that generates hydraulic power to drive mechanical operations.
ETIM,EC001186,Multi purpose equipment (pressing/cutting/piercing),"A versatile tool designed for pressing, cutting, and piercing materials."
ETIM,EC001187,Power adaptor for battery tools,A power supply unit used to charge or power battery-operated tools.
